BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,TotalBsmtSF,YearBuilt,BsmtExposure_No,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Missing,BsmtFinType1_Rec,BsmtFinType1_ALQ,BsmtFinType1_LwQ,BsmtFinType1_BLQ,BsmtFinType1_Missing,BsmtFinType1_GLQ,GarageFinish_RFn,GarageFinish_Missing,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa
3.0,0.2518985109465326,0,286,-0.8548980170088625,-1.6222519161826394,21.0,0.0,0,4,-1.1924636795851329,1970,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2.0,1.351190002016805,80,840,0.4044311803858977,0.7035545365389066,108.0,300.0,102,5,1.3033696305404694,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,0.6626385078196259,572,456,-0.7132182810944806,-0.2925845879783194,75.0,136.0,0,6,0.2441551873278362,1961,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2.0,-1.3552551742890226,1795,895,0.6565800533363282,0.1670724186465845,75.0,428.0,49,5,1.5846191560647456,2006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1541,843,0.1930719667176535,0.7801300052075703,118.0,150.0,81,5,1.080498370335055,2001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,0.7562435372218008,409,404,0.1252563097131688,-0.2840043598352765,70.0,0.0,0,5,0.0912933791690673,1960,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2.0,-1.3552551742890226,776,492,-0.0108972520970962,-1.6222519161826394,24.0,456.0,0,5,-0.605389662423806,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,-1.3552551742890226,1468,577,0.0682418185602128,0.0462864636709728,93.0,125.0,25,5,0.931559601037338,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,0.394278042795803,125,264,-1.1629363120599487,-1.6222519161826394,21.0,604.0,0,3,-1.364265919790165,1971,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2.0,0.3727556493299594,328,234,-2.33602929996567,0.0376012483727906,50.0,0.0,113,6,-0.8640243744418628,1941,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4.0,0.4239310551680298,342,240,1.2629128927288973,-0.1677024179112573,60.0,0.0,24,8,-0.7434031569388851,1939,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3.0,1.2972655567189006,536,888,0.984838534659222,0.2431168180253858,80.0,246.0,0,5,1.977485604038536,2004,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2.0,-1.3552551742890226,1125,430,-0.7642201777773305,-0.1366211979138713,74.0,0.0,64,5,0.2023177135270126,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,0,0,-0.7669284469101423,-0.1827350814673716,77.0,0.0,36,5,-2.260872514569943,1954,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3.0,1.1428232224590276,291,416,0.7301084213560735,0.8817815247374723,110.0,106.0,87,7,0.9500283446366844,1957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.0,0.7848807128887869,747,389,1.1957620566039384,1.731479161364424,69.0,472.0,98,7,0.8821591793264646,1958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,1.151831059383022,105,533,1.3555525685178156,0.8215415799370102,80.0,0.0,44,5,0.5936364508452825,1996,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4.0,0.51137550346197,374,540,0.9497394641583196,0.0704818633450641,100.0,272.0,52,6,-0.5084556731865537,1964,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2.0,0.655206785925931,280,360,-1.636618035121326,-0.3616089895854918,69.0,0.0,0,6,-0.4389809337454715,1982,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.7391425246844585,176,684,0.6413168694296435,0.0369793863605672,69.0,0.0,162,5,-0.4892245303087638,1997,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,-1.3552551742890226,588,672,1.7274039996195842,0.4448080443489489,79.0,0.0,0,7,-1.0809101357100934,1922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4.0,1.0354164569418802,380,447,0.4914382202376147,0.2738212081025703,70.0,0.0,38,5,0.7868490642079194,1959,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.8619909813377841,173,472,0.4391719196096935,0.328108702249061,58.0,0.0,38,5,-0.1718444933957466,2000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3.0,-1.3552551742890226,780,198,-0.1512652914859182,-0.1221652173800093,50.0,0.0,0,6,-0.5956365191717323,1937,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1436,480,0.471719453151411,0.1415061511974341,73.0,0.0,0,5,0.8656431625439664,1956,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,718,704,1.726217968979521,0.3188069396159295,60.0,0.0,48,8,-0.7483847519416094,1890,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4.0,-1.3552551742890226,876,720,-0.0641161901146953,0.6273584246868014,100.0,0.0,0,8,-0.3654234899094467,1915,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.0,0.7948071161890112,108,308,-1.7431757789718036,-0.4930001712823905,73.0,0.0,0,7,-0.5084556731865537,1957,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1090,479,-0.1645571373702077,0.2457251740934242,80.0,189.0,0,5,0.1247444746092761,1976,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2.0,-1.3552551742890226,1442,615,-0.0087878674306757,0.4766423710132814,69.0,571.0,0,6,0.8780324993921775,1970,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2.0,0.3601538150271502,295,240,-0.3594206493844947,-0.114304912323867,50.0,0.0,0,5,-0.8640243744418628,1948,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,384,400,0.0579464566696834,-0.1379819830492675,69.0,22.0,72,5,-1.6471702851129848,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3.0,0.9226913886995176,255,455,1.004497900496446,0.1542337854019326,92.0,0.0,130,5,0.1846449001013708,1996,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,-0.5938938339000034,1530,758,0.2361549960159169,0.2092648960138398,78.0,468.0,99,5,1.125007016452996,2007,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,1.099590007748838,248,529,0.4245929379114393,1.731479161364424,69.0,0.0,137,6,0.715857002723889,1954,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4.0,-1.3552551742890226,720,0,-0.5880750662551923,0.3188069396159295,60.0,0.0,0,4,-0.7434031569388851,1949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4.0,-1.3552551742890226,1095,779,0.620845115235795,0.0907529806894196,60.0,0.0,0,2,0.1358671328781932,1900,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.5391849072596187,927,868,0.9266266833371972,-0.0864894462395707,73.0,0.0,90,5,0.7722715617750479,2006,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1302,436,-0.3194302072976263,-0.035682026063046,73.0,0.0,22,5,0.5851539674653845,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-1.3552551742890226,648,440,-0.7832291554204152,-1.4178919995909476,40.0,0.0,0,8,-0.9252035150587016,1920,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.0,1.1027461717811542,645,478,0.6071197134613987,0.0056295104888828,85.0,162.0,130,5,1.5280874843954588,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,-1.3552551742890226,1237,402,-0.4361623501552016,-0.2925845879783194,63.0,38.0,21,5,0.4463056540404047,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3.0,0.3633256692521122,702,480,-0.8409831075797529,0.1052182229935625,81.0,0.0,0,5,0.0127453085266692,1984,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3.0,0.817807053690604,344,500,-0.8942035475512392,0.6076786124965724,69.0,0.0,0,6,0.0979936390595815,1971,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3.0,-1.3552551742890226,806,373,0.2536042493379206,0.2390108804598303,69.0,0.0,40,5,-0.5325664157499442,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.0,1.1852916216046625,74,586,0.1593544544282015,1.731479161364424,69.0,0.0,0,6,0.6486026755098689,1979,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,0.8503217228890977,220,390,1.0745233654333612,-0.087594444444695,69.0,298.0,0,5,-0.0961514835532373,1999,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.0,-0.1609111616023173,354,525,-0.2228402763978019,0.8727693389201359,69.0,541.0,118,6,-0.5012380503701518,1958,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4.0,0.1535302631743504,816,240,0.6952387700195595,-0.3215456463244964,69.0,600.0,0,4,0.0127453085266692,1931,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3.0,0.9537454571605612,126,261,-1.035936439055261,-0.2759490354191645,61.0,192.0,0,5,-0.0120880382192304,1961,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5.0,0.9031947235012598,105,576,1.686814524858969,-1.6194257715695397,42.0,0.0,20,4,-0.2111119606857907,1973,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3.0,-1.3552551742890226,750,564,0.1111032491457012,-0.0675812889401463,68.0,0.0,35,5,-0.6691204807882336,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,0.3835991622716185,1043,621,1.2973035430642543,1.0639376669335463,95.0,0.0,207,6,2.283432520103847,1970,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,-0.6875527711403598,1346,484,-0.1645571373702077,-0.6810920723235837,44.0,178.0,49,5,0.728419465954163,2006,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.9552323483029274,357,572,-0.4143811816502142,-0.4659466095793226,60.0,68.0,120,5,0.4999368855581577,2006,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4.0,0.7157642140693709,193,510,0.8195683375793056,0.4091940163014013,80.0,44.0,40,5,-0.5060490034810683,2002,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,-1.3552551742890226,1694,818,0.4806985009820275,0.5277083022265399,93.0,254.0,228,5,1.3866338233473567,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,0.6101982422004785,160,576,-1.5687815091259727,0.2642550851969154,70.0,0.0,0,6,-0.3938125322828179,1971,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,970,380,0.5074764893691065,-1.6222519161826394,24.0,50.0,40,5,-0.146536408172641,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.0,-1.3552551742890226,715,368,0.558583165757084,0.6039663504121277,69.0,0.0,0,4,-0.7558641804825252,1920,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.493120587454054,0,270,-0.2799617951522874,0.2888111454728309,79.0,0.0,0,6,-1.028550905274849,1953,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5.0,1.3003402255746748,203,594,2.429631542635314,0.5826386167039651,90.0,0.0,0,5,1.3450723768427175,1990,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,-1.3552551742890226,684,0,-0.1980447439289814,-0.5533183198223665,60.0,0.0,0,7,-0.8336567840387785,1914,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,-1.3552551742890226,728,0,-0.3100970628871972,-1.0401717899740086,55.0,0.0,0,2,-0.7235140172996314,1940,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.0,0.7467874435503956,112,396,-1.928214464927989,-0.1573629866729537,70.0,0.0,0,7,-0.6249368182831097,1972,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.0,0.9141671148616288,140,205,-0.8970307118708784,-0.4077244120565507,50.0,0.0,4,6,-0.0984351105537943,1939,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2.0,0.3521603453973364,318,308,-0.6111485301216216,-0.8185265552114763,50.0,0.0,176,7,-0.9226422996377048,1948,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,728,400,0.0205899310808377,-0.0303087621201697,65.0,0.0,24,5,-0.7235140172996314,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,-1.3552551742890226,975,429,1.3968583189326926,-0.0913561511187969,66.0,302.0,0,5,-0.1350584027960694,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.7739137046870709,163,420,-1.6258055744791238,-1.4025875879016545,69.0,170.0,0,5,-0.4318309791416084,2003,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,1.197894793104127,402,846,1.4506329330560912,0.5979187540729637,96.0,272.0,134,5,1.3629015964374442,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,-1.3552551742890226,884,216,-0.2138001690255607,-0.8185265552114763,50.0,0.0,0,8,-0.3465558521827325,1925,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4.0,0.7177385298958671,501,540,1.1443985219005222,0.7835207733007216,120.0,0.0,0,7,0.2067306021798855,1935,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,0.7285115011653543,0,570,-0.2410020004775224,0.3613712465540823,60.0,0.0,47,6,-0.9534478302473264,1920,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,2.487118756967861,466,1418,2.6915981018201043,1.731479161364424,313.0,796.0,292,5,2.283432520103847,2008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2.0,0.53044833688779,193,484,-0.2228402763978019,0.0710930867955918,69.0,0.0,28,5,-0.023399618470265,1958,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.632478978868262,288,552,0.8845719808099399,-0.2611463634242525,75.0,110.0,150,5,-0.4700437741641594,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4.0,-1.3552551742890226,941,548,0.049684831934907,-0.220952634453615,60.0,0.0,0,6,-0.2134277478398448,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.2951974097845535,1203,508,1.212690551074334,1.5874065650867186,69.0,0.0,80,7,1.135098931018766,1968,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6.0,1.2270353675615155,396,504,0.5410577565065879,-0.0127881419661799,70.0,336.0,0,5,1.4536298583390164,1963,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.4551901270577122,466,603,0.6105569208971658,0.1312636249639285,75.0,0.0,108,5,-0.3890736625038636,2005,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.6772948849161734,462,286,-0.980188515418734,0.1989931527123127,72.0,120.0,20,5,0.0307613424685179,1956,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,864,572,0.5410577565065879,0.0319973054801398,65.0,0.0,56,5,-0.3938125322828179,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,0.2252757161487304,425,0,1.484243156106233,-1.07663787577474,50.0,0.0,54,5,-0.8336567840387785,1872,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3.0,0.8619909813377841,82,438,-0.707899325762807,0.0887353676422763,73.0,442.0,22,5,-0.3843377492903769,2003,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,1.241278823601848,223,670,0.3091534459295355,0.4274218012239151,69.0,479.0,0,5,1.1612972942527515,2001,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4.0,-0.4145503110424516,554,451,0.8609523563721121,0.7724790745256925,69.0,0.0,0,5,0.0397554118882299,1958,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.0,-1.3552551742890226,622,528,-0.1801385295359051,-0.3260398136625633,60.0,0.0,0,7,-0.9921762054207566,1910,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2.0,0.1224113964165207,219,308,-0.7025897034817701,-0.687707186332364,57.0,0.0,0,7,-0.1235962947696894,1952,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2.0,-1.3552551742890226,1286,662,-0.3381833719888004,-0.5873392590472638,64.0,0.0,55,5,0.5511532786259475,2006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,0.3408124339984436,588,160,-0.4483311285838511,0.058011729762195,52.0,0.0,0,5,-0.2808786414494816,1930,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3.0,0.3866668178870101,55,527,-0.0576802085295148,-0.3235417689599528,69.0,0.0,0,5,-1.576940849757662,2002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,0.7674479637484913,762,467,-0.0130081103525424,0.6090688839985027,69.0,310.0,0,7,0.8739042717715905,1981,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,-1.3552551742890226,1140,0,-0.723884322141961,1.2224979769784614,90.0,0.0,56,5,0.2353630053170758,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.0,0.9203749146809744,216,484,1.118384770872881,0.242370929422787,69.0,240.0,204,6,0.162505687589432,1973,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3.0,-1.3552551742890226,798,595,0.3822818768699949,-0.4589740519280736,72.0,0.0,45,5,-0.551913245406879,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,1.1133968425411491,270,575,0.453680831594542,-0.2321136859188476,65.0,258.0,42,5,0.8076398903376081,1994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.4195610604448473,360,440,-0.522390246543138,-0.8185265552114763,60.0,0.0,0,6,-0.7061594162753002,1941,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.9318957992208527,268,528,-0.7185466022416861,-1.4967391816796944,44.0,0.0,90,5,0.239760136859605,1976,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3.0,1.0874965554554457,0,602,-0.8051009113049187,-0.0125754489461199,69.0,104.0,30,6,0.1403123502736716,1978,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,1.050223208415659,124,240,-0.660444839303307,0.3330989502599964,68.0,0.0,48,5,0.2879922397910223,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,596,189,-0.5880750662551923,-0.6931363870828815,60.0,0.0,0,5,-1.0599096038565825,1920,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1422,626,-0.0512579050233559,-0.1448002579491345,63.0,106.0,60,5,0.8366801240352832,2004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.7894075218817581,192,450,-1.464669351816691,0.1235461120036616,57.0,0.0,0,7,-0.3230360530051788,1967,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1082,1043,0.9126735072976452,0.2778542701501581,85.0,0.0,50,5,0.1069194849589337,2005,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.3988057160603426,602,564,0.6515008989217472,0.591852272855489,80.0,172.0,96,5,-0.1626325216509457,2001,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,0.3789724412826892,324,280,-1.36401520563643,0.5517129813711046,60.0,0.0,0,4,-0.8640243744418628,1941,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2.0,0.7147752331365602,0,264,-1.9924903228557345,-0.4726747099618007,50.0,0.0,0,5,-0.6839118154522725,1984,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.4689640522624789,390,240,0.5620760685652763,0.6964813929259082,75.0,0.0,0,6,-0.5470716441171425,1940,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,808,389,0.2939313113857496,0.0979990745975015,69.0,0.0,40,5,-0.5277378305130123,1992,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.0,0.5907402712634219,403,720,-0.13143648369791,-0.1402520807639304,71.0,0.0,0,4,-0.2855516199462182,1952,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1257,453,-0.4047507902815577,-0.3869785782724178,62.0,0.0,144,5,0.4892337869688343,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,-1.3552551742890226,868,422,1.0165325691458444,1.731479161364424,168.0,0.0,100,5,-0.3843377492903769,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,0.7748332337269185,664,630,-0.2455595316007201,0.1008097120068018,80.0,360.0,16,5,0.6864863113257554,1977,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2.0,0.5942100576875484,90,462,-0.4385921919544963,-1.6222519161826394,24.0,212.0,48,5,-1.0494379182993825,1999,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5.0,0.0183764079628841,0,216,1.692817991774307,-0.1402520807639304,60.0,0.0,15,7,-0.7583592062594783,1916,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,1.4417312852598922,788,672,1.5402813324889455,1.0101688072656223,105.0,200.0,72,5,2.283432520103847,2008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,-1.3552551742890226,611,502,-0.1823710139781703,-0.7692145250361343,60.0,0.0,0,8,-1.0207374459983494,1920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4.0,1.256920562090181,543,807,2.6915981018201043,1.731479161364424,118.0,1378.0,76,5,1.844617885596864,1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.0,0.655206785925931,638,721,1.685612393716976,0.1600800543830529,82.0,290.0,114,5,0.3728941676163445,1995,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2.0,-1.3552551742890226,0,528,-1.2987232027717748,0.2092648960138398,74.0,0.0,0,3,-2.260872514569943,1952,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3.0,0.907129510756956,70,336,-1.4038765825888244,-0.1400249514626682,70.0,0.0,0,5,-0.2808786414494816,1967,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,756,615,0.2166479548399382,-0.2321136859188476,65.0,0.0,45,5,-0.6543610829351253,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.5731509895789503,372,248,-1.285831964711929,0.2109715825796265,75.0,132.0,0,5,-0.3938125322828179,1954,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.8912809783964794,78,644,0.7514941573367288,-0.1131846058706374,72.0,0.0,108,5,-0.3089583132917187,2009,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,-1.3552551742890226,440,440,-0.4925486433166319,0.2531583711866876,60.0,0.0,0,6,-1.485009677714695,1910,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.769300530505416,400,0,-0.8885571277864237,-0.3869785782724178,63.0,120.0,0,5,0.1024576789518949,2004,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,-1.3552551742890226,686,280,-0.4434577401020005,-0.2030397123412318,45.0,0.0,0,7,-0.828609565609884,1918,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4.0,0.7637302011051964,0,442,0.3280738339043251,0.1227528348238534,80.0,360.0,128,6,-0.5956365191717323,1964,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3.0,0.8316514603641675,300,574,0.9064513131727516,0.1577436588769451,80.0,246.0,90,5,0.0352595347842267,1993,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,0.6401286310234496,121,300,-0.1667781389454187,-0.625756429789952,54.0,0.0,0,6,-0.8640243744418628,1925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3.0,-1.3552551742890226,384,392,0.0744022371268241,-0.0074777957851136,69.0,170.0,25,5,-1.6471702851129848,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-1.3552551742890226,993,280,-0.980188515418734,-0.6997927855731191,58.0,0.0,0,6,-0.0938684786434341,1922,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1372,529,-0.1601200242458049,-0.1131846058706374,72.0,0.0,140,5,0.732603646247178,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0265510597315606,262,471,-0.3334841653442914,-0.5614855309841517,69.0,136.0,25,5,0.5106285268598019,2001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,0.5767014612896093,495,299,-1.1536861453396925,-0.0831782213082299,65.0,0.0,64,5,-0.1007193604419804,1994,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3.0,-1.3552551742890226,778,240,0.0887278819729247,0.1503264696080274,60.0,0.0,0,7,-0.6005113971832174,1940,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1063,947,1.235114977402007,0.8427427741469729,109.0,350.0,62,5,0.0644415999548586,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,-1.3552551742890226,1266,388,-0.4047507902815577,-1.6222519161826394,43.0,16.0,16,5,0.5084911124212715,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-0.6538039676077853,1191,676,-0.522390246543138,-0.2957812185312296,75.0,0.0,102,5,0.4053498122393821,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,-1.3552551742890226,932,306,-1.3377293261418466,-0.1955466191286523,57.0,0.0,0,5,-0.2342998741226575,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
